book_id,review_content
4754831,How do I really explain my feelings after reading 
36954958,The second installment in the 'Crossroads' trilogy
5346,Much more than just a legal thriller - very fine w
254005,Book found in Madeira apartments library. Wanted a
64216,I've been re-reading some of the older Pratchett n
827,If Charles Dickens climbed in an H.G. Wells time m
156787,This is a really amazing book. 10 year old Prabir 
23506296,Thanks for the fun read.
2145681,"Burroughs is dramatic. He's a ranting, raving, imm"
236951,This book changed my perspective on how I want to 
17568801,"""Hello there! Jesus of Nazareth.....Right?""""Um, ye"
565816,Descriptive!Get out the medication because somebod
822989,It took a very long time for me to finish this boo
177187,"In gripping details, the New York Times reporters "
94399604,The Alchemy Fire Murder: a Mary Wandwalker by Susa
6797427,VIDEO REVIEW HERE:https://youtu.be/Fo1IZIDC9dAThis
176326,4.5 STARSThis series is so good at pulling you in 
299215,"The Road to Serfdomis not an anti-government book,"
16096514,UPDATED: 04/24/13Crushjust made me remember why Lu
65111,"I continue my relentless 3*ing of the series, thou"
6264710,Let’s make one thing clear; this book is an HR duc
3129327,Manta has high character value - he’s a good human
23367261,I AM READY NOW FOR IMMORTAL REIGN !!!
43015,I read this book in 2007 when this book was first 
171547,Two contrary states of the human soulThe moon like
126232,Today is the first full day of my Beach vacation. 
11327985,Real Basket Case is Beth Groundwater's debut novel
60049861,R(possibly)TC
232123,"The ""Kay Scarpetta"" mystery series byPatricia Corn"
3128795,This is a collection of work that precedes Exit Wo
1316382,My Book Club's latest selection...I don't have muc
11309018,"Firstly, just a warning, this review contains spoi"
64666,"In An Anthropologist on Mars, Oliver Sacks seamles"
9129882,"Romance, Conrad and Ford. The name says it. I admi"
5941233,"Even though I have my own YA novel in development,"
15811102,"Well, I wanted to like this novel, I read the Amaz"
11764,When it comes to sport stateside I don't mind base
721038,I loved this book as it is a sharp and shocking in
1036470,"I read this book in grade 10 English Honors (yeah,"
8755785,This isn't a review (I can't for the life of me re
40180098,This book has an interesting structure and it is w
36222611,Hi guys! I got to sit down with Rick a couple week
16071764,Little story: In my previous department we all got
735356,Review to follow
90779476,This is the prequel to Eye for Eye which has alrea
56925569,this is the one reason for my depression and the o
74045390,1 star ☆i don't want to talk about it.
2012,"The ultimate SF wordsmith,Frank Herberttakes on an"
6050894,I really enjoyed the Baxters' series but I just ca
16948,I wasn't sure I was going to read this book as the
7972098,"Okay... so seriously, is it a requirement that all"
35260723,Why we never repeat jokes is a book built around h
5546,Available for free online! Shit yeah!!http://www.f
81826,God's words - no comments!
39964740,"if i could bind my memories into a book, i would s"
11222940,I spent like three years just crazy depressed. Gri
26310510,What happens when you suddenly escape from a crash
248787,"This is a worldwide documentary book, in the fashi"
5853,VS Naipaul is out of fashion now. Who cares about 
60500337,"Life Between Seconds is a gut-wrenching, heart-bre"
77959,I have read and reread this book half a dozen time
125190,Read as part of The Infinite Variety Reading Chall
25437747,"""Not that I'm complaining, but my life up to the a"
14028,Never have I had such intense desire to prolong a 
139390,"I'm kind of sorry to give this book two stars, bec"
50667,This is one of the best books I have ever read. Th
11371,I have always thought that if fascism ever came to
32767,6.0 stars. As I was experiencing Lovecraft’s supre
6419887,I once listened to an interview with Sydney Poitie
304953,Just awful. I spent most of the book praying for t
420180,"There are some beautiful aspects of this story, es"
24583,"The Adventures of Tom Sawyer, published by Samuel "
4884788,I liked this continuation of Mark and Steven's sto
1069866,Came close to giving it 1 star because parts of it
16434,Possibly the worst Koontz book I have ever read. P
432342,Not only is this among the first* reasonably hones
58138733,This book starts off great. The opening scene got 
194006,This book is the reason why I buy almost all of my
5217282,bad mister mull ending on a cliffhanger like that.
47954,I knocked off this book in just over half a day an
14745338,"“Fine,then you can sleep in the cave if you promis"
17165885,"This book doesnt deserve a star, it deserve to be "
1423,"In all honesty, I didn't read this. Instead, I wat"
7992995,"Three stars, but barely.It is hard for me to hide "
6452760,I ran to the library to get this pretty much the m
16101023,This was a disappointment. The basic idea for the 
219879,Are our children ever our property? Is it ever jus
29977617,This is the hauntingly beautiful memoir of the fir
1971304,”How could you fear anything more than death?Every
33124137,"""Cause what you buy, is what you own. And what you"
8146403,"As Christmastime is upon us, I have been indulging"
8686057,What an awful book! I wanted to throw it into the 
482062,If Sandra Brown’s novels had been set in Victorian
15812814,1.5 stars - Spoilers for Matched and Crossed.Cassi
17572336,This is the first chapter book that held my kid's 
38330854,FIVE STARSI still have chills days after finishing
18251020,Best book that I've read in a long time and the on
17200687,"I am conducting what I'm shelving as a ""New Adult "
81959,"""As a man thinketh in his heart, so is he.""Thought"
9943270,It had been awhile since I had read the first book
18373328,A boy with glasses and a pet owl who finds out he'
592806,Breeds 1Feline Breeds 1Featured Couple: Callan Lyo
40988046,"Brilliant sequel - an emotional roller-coaster, te"
36203664,"I can be the One True King, the immortal Lion, cut"
11479285,Seventeen year-old Sadie White just moved from Ten
199781,I thought this was the weakest of the series so fa
7198269,I can see myself rereading this series whenever I’
137791,Rebecca Wells can think up a few succulent stories
13545075,3/20/16:Finished re-reading this! And I think I lo
84146,"I normally love the Dark Hunter series, but I just"
469042,I read the first one as a kindle bargain and then 
16090981,5+ Perfectly Imperfect Stars!I loved this book. I 
34368744,"This story, as per the book's summary, is supposed"
100924,Perelandra the second in C.S Lewis' space trilogy 
11662261,A selection of pieces from a classic of Chinese li
103526,"I’ve just finished this book, and honestly I’m so "
41723468,ᴇɴᴛᴇʀᴛᴀɪɴɪɴɢ. ᴀᴅᴅɪᴄᴛɪᴠᴇ. ғᴀsᴛ-ᴘᴀᴄᴇᴅ.Victoria Helen
273512,This book wasn't one of my favorites in the Warrio
205368,This modern day fictional retelling of the events 
60510,SO SO SO SO GOOD! Yelena was amazing and had such 
1337448,The most impressive book I've read before I was tw
22057126,"Unforgettable, imaginative, and unbelievably exhil"
123251611,Great bookThis was an exceptional book. Great stor
1503274,Dear Estate of Margaret Mitchell:I'm writing to re
49750,____________________________________________“Books
7956,If you've read any Orson Scott Card books besides 
7778981,Reading this book was like watching Sinbad or Atla
833710,Not even something asterrifyingly cuddlyas a trio 
90540,This is the third book I've read this year on US E
20421367,2 starsBeing honest sucks donkey balls. Okay I'm g
25711360,4.5/5 stars. My first rating for this series that 
60766189,"Almost 3 months ago I said I would come back ""tomo"
8100422,First impression: I've heard about loving a book f
8957,Content warning: Animal Death/MurderI keep telling
22303684,Still so addictive.
28251002,"I'm not a huge fan of long novels. This one, howev"
356525,This was one of the most amazing books I read; it 
682804,An excellent rendering of the days of the Battle o
2015777,I was expecting certain things from this novel: a 
2412607,"Once I pick up a time travel, the bug hits me all "
59961135,I wasn't sure what to expect but I have to say I w
1016640,I loved this. It’s the kind of book that I haven’t
5186,"""I come from a place where breath, eyes, and memor"
1970449,(I give this an extra star for the full page color
21325,In which the first refugee for centuries comes to 
13664,CatwingsbyUrsula K. Le GuinA sweet short book for 
50214741,"**** Nominated for best debut fiction, it should’v"
112322,"Reading the back-of-the-book synopsis, I expected "
6251691,this should NOT have been the first preggers book 
1138481,Basically a nanotechInvasion Of The Body Snatchers
18966806,If the zombie apocalypse happens before this book 
1661275,This book is misunderstood by other reviewers beca
22079615,"Girls who respect themselves, don't read this. Jus"
54747752,"Twisted, Darkly funny, disturbing, demented book t"
14748,At one point in my life I felt gung-ho to read the
233436,"""I didn't like him trying to accuse me of somethin"
12751687,"“I swear to you, Nora Grey, on this day, from now "
1659630,I read this in graduate school (biochemistry) many
86525,“Power concedes nothing without a demand. It never
103626,if you like this review i now have website:www.mic
39863498,Was I confused reading this book a majority of the
158771,"Oh my god, this is THE best historical novel EVAR."
3618548,This sort of deliberately obfuscated and questiona
50160515,this is the most wholesome thing I’ve ever read. I
14904,"I’m not going to lie, I saw the movie before I rea"
14839,"A blacker, more complex thriller than we've come t"
40801157,Re-Readwith Sapphic Squad 🦋💖I stand by my original
121807,Read this book years ago when I was much younger a
60310757,I’M HOOKED. I have read this book 3 times since it
13895,Fifth book in the series and I must say Jordan is 
36381037,As seen onThe ReadventurerLet me first give credit
2305862,I wanted to care for this book. I really did. But 
10140661,"Once again, I dislike the book everyone else obvio"
333356,It's difficult to collect my thoughts and feelings
43983937,mental illness is not pretty. its exhausting and r
9395215,"This was an okay end to the series, although it di"
385742,"""Sometimes people just didn't want to talk.""°•*⁀➷G"
27252717,still a sucker for dean hayward- di laurentis
1358844,Sophie Kinsella's books follow a formula that's as
256566,I watched the movie of this first and loved it. It
3174387,"Great biography. Mosley, like Mussolini in his dic"
30279514,“I see a world that is terrified of me. Terrified 
1967633,I am very thankful to this author for bringing thi
10816671,"Saya's father is so strong and have leadership, I "
9395215,i cant wait to read this but i think im the only o
45370,One of the best sequels one can possibly think of!
54831125,Leaving Isn't the Hardest Thing is a collection of
8525590,so this isthe handmaid's talefor kids. with some n
98532,This review is about two issues that seem unrelate
107009,From glancing over the other reviews for this book
18659623,I feel like this is something I will go back to an
22535506,"unlikeThe Secret History, this book has some probl"
347964,Is there a word for that sweet spot a great author
1029082,“Wat is een held? Iemand die straffeloos onvoorzic
14316,"9 Kingfisher Meadows, Black Swan Green, Worcestshi"
153008,"I enjoyed this a lot at first, in a stupid trashy "
17262366,"If you think that you had a busy summer, consider "
395040,There is this scene in Chapter 10 ofThe Bell Jarwh
6150,"This isn't an infinitely quotable book, but occasi"
30843,"And that, I suppose, completes my Goodreads annual"
150549,Reading short stories is like having sneaky little
8646,I give my star rating based entirely on my emotion
2011,"4.0 to 4.5 stars. This is best ""non Dune"" book by "
91661,Sherlock Holmes pastiche/continuation/fanfic in wh
10193627,This book is very well written. Moves at a great p
6065215,It was alright. I kinda got lost. Zero stars for t
364985,First published in theUnited States Magazine and D
97084,I started reading this book when a 16 year-old stu
112517,Read the first book in this series and don't waste
77270,my best childhood story absolutely the jungle book
18869975,i'm still thinking about this book three days late
1423,My husband announced to me recently that he plans 
169718,The Success of FailureBabbitt is perhaps the first
7841670,"Ah. I got an ARC of this two weeks ago, and it’s a"
57169243,All the Stars!!!!!Can I just say that I loved ever
54975,"""Tennis is a game of levels, and it is practically"
127947,This book was strange for me. It was interesting e
11410430,Defiancedoesn't waste any time at throwing you rig
42058,"A hero, in his own mind or a historical villain? K"
4907243,"This is a spare, well-crafted crime novel with gre"
140079,(B) 75%| More than SatisfactoryNotes:New character
9413044,Whilst reading this I happened to glance over at m
1672727,This may be the first road trip anti-romance novel
25667449,"“You can be lonely anywhere, but there is a partic"
171547,“Am not IA fly like thee?Or art not thouA man like
23842767,I first found out about this book at the Lexington
16001893,This seems to be the “it” book of the moment and n
17792558,This work was a refreshing read. It's aimed toward
6690236,"Another amazing Bernie Gunther story, with Kerr's "
30969755,I read this for an upcoming reading experiment vid
634583,Note: This book is about being Indian. It doesn't 
1149440,Originally published in 2001 and with a well-writt
414062,The main question about World War 1 that Barbara T
10950924,Never before has a book entranced me the way The D
28762,I was extremely impressed with this series. While 
2998814,I loved this book! The story is amazing and the wr
24375316,I should start by saying I purchased the first 2 b
1258572,I'm going to have to give this a five star. I LOVE
13643567,Mara and Noah are iconic.Jamie is iconic.This book
29589074,"JOHN GREEN, PAY ATTENTION. This is how you write a"
10776592,First I have to say---what a tremendous book! I do
30259,Reviewed by:Rabid ReadsSo I don't know if I'm usin
142540,This is the third book of a series but it can read
245433,"""Man is better than what he believes.""More like 3."
13588394,This is a fantastic book about predictions. I enjo
2502178,A frank acknowledgment that anything I wrote was b
15667,"When Eric Hansen traveled to Borneo in 1982, he wa"
18335634,MY MIND IS BLOWN. I could've never possibly predic
91682,"Public libraries used to be astonishing space, unt"
25454056,"Humans and Elves and Dwarves and Trolls. Oh, and W"
16037338,I loved these books! They were one of the best ser
2230284,George Orwell and Aldous Huxley are spinning in th
189123,"Eileen Chang's ( Ailing Zhang ) stories, first pub"
20257122,The 5 stars are not because I enjoyed the book. Th
11505797,DELETED AND READDED BECAUSE SOMEONE HAD IT BURIEDB
2406918,Moses the Servant of GodA wonderful commentary on 
13497,"A highborn maid of three-and-ten, with a fair face"
6401616,This is the single most accurate and even-handed a
4982,The Sirens of Titan is the 5th novel I’ve read by 
2036727,"This book is about postmodern relativism, pseudosc"
13619,Death Note isn't a series that will keep you on yo
7197304,"Rating: 2.5* of fiveOkay. Well, a few things to di"
678230,"(Nofember 12, 2013:) I have a deep soft spot for P"
11574,Interesting novella showing the lives of four youn
43841,You will look at this book and find the 742 pages 
2113260,"I listened to this as an audiobook just recently, "
229021,Thought provoking and deeply movingOne hundred and
6350211,Know how to beat a crippling addiction to zombie b
17948485,"Hey there,I won't be reviewing my own work but ask"
93282,This is a tough one to rate. The story is great bu
216213,Nothing stays dead for long. The dead are returnin
285356,This is a very important high concept book. It's a
50020616,Controversial Korean feminist book following a wom
3659,A Hangover with a VengeanceIs it possible to expla
1113545,"I really, really enjoyed this! I had my doubt whil"
9217234,"Two things.1) This is a setup book, rearragning th"
243257,The Tesseractsuffers from the case of the infamous
281350,The 5th book in the Temperance Brennan series and 
216422,A fitting ending to the true sequel trilogy to the
296942,"I loved this series when I was younger, so I’ve be"
92250,Its like doing lines of cocaine while at a Prince 
1799478,DNF.Pretty dated female protagonist… back from tho
3768830,Everything comes from people mixing and revolving 
26025580,2.5Let me just start by saying- I am a huge Gillia
7631105,The lyrical genius of Dashner brings out suchheart
510247,Internationally acclaimed author Bryce Courtenay i
28508648,Another book that was shortlisted for a historic B
43486,Raven has a different feel than the first three si
41913,"""Told with P. D. James's trademark suspense, insig"
3548441,"I unabashedly love this book!Sure, it's about apoc"
93282,I didn't choose to read this book becase I have an
58470171,Wrath and Emilia could have just signed up for Por
6621143,You can obviously tell what this book is about fro
23875,"A retired colonel, a small rooster, and a seventy "
78411,YES!!! The least fascinatingly detailed book in my
373353,"For a book written over 40 years ago, this stands "
29488,Candyby Luke DaviesI've came to the conclusion if 
513275,As I was reading throughJakob von GuntenI wondered
1061,Entertaining thrillers.Four novels:1. The Eiger Sa
14745338,After finishing the first book I couldn't wait to 
3929671,The background research is impressive but to me Sa
17794511,"Very Pleased to receive this book, free through Go"
1434105,This non-review is a shoutout to all of you who re
39925134,Thrilling action fantasy romance in a world popula
6295,"You will not like this. Like we use to say,vengan "
293291,"A friend recommended this to me, saying that ""Sant"
13574417,THIS BOOK IS PERFECTION LOVED IT SO MUCH!
2444854,I have a hard time with a story that starts with t
19427193,i read this book a year back or so. a few of my fr
32559,"I became insane, with long intervals of horrible s"
13609502,"Wow, what an inspiring book! THE CAR THEIF is a be"
12497,“How does a man decide in what order to abandon hi
2288035,"Finally, the murder of Dr. Brandt is solved!I say "
10397655,It's really hard for me to be swept away by a book
3039502,"I often find myself saying of a novel, ""I like the"
19523454,Yknow if Chuck could just back off the rape jokes 
210834,"Kim served as inspiration for my novel""The Game"",t"
2724751,Fascinating. An amusing inquiry into death and (se
2380834,I read this short children's book 3 years ago when
53280099,In Resilience: Adapt and Plan for the New Abnormal
161121,Am I a book snob?Because I'm finding that as I rea
34384161,Get ready for the second mind-bending instalment o
10916,Why do so many people seem to love/adoreJodi Picou
57891,"Hunger and squid games, Kings´death marches, close"
68531,"Invigorating, fairly accurate for the times and gr"
3570231,Wow... another fantastic installment from Cat and 
2679633,"Hey, I just met youAnd this is crazy...But I'm gon"
295834,"First of all, can I say how much I love MG books t"
13872,The circus of life can be a terrifying horror frea
183822,Sandstorm is the first Sigma Force novel written b
188226,if someone wants to save the humanity than u can't
60234446,Author Peter O’Mahoney has grown into a favorite o
1169808,3.5 StarsOk this one actually wasn’t that bad! I w
39927096,I wanted to dislike this book for petty reasons gr
8788554,First my over all impression of this book. Then I'
692969,I cannot resist most Arthurian novels my favourite
22886113,"First off, let me mention that this is the first m"
89543,I loved all Ramona books growing up and have passe
269589,It is difficult to estimate the totality of effect
9557,"Don't get me wrong, I don't think this is, by any "
62837289,My review might be different than that of those wh
45882,"Gorgeous writing, crafting a way of seeing, experi"
7457379,In the 3rd installment of his 6 Volume autobiograp
188442,Compton-Burnett (abbreviated as CB hereafter) is o
2798094,So here's the thing. I tend to cut the Merry Gentr
40974159,I give up. If this author had an horrific childhoo
138683,”There were four or five illustrated manuscripts w
13548945,What was the best thing to come out of the Fifty S
112975658,Oh my.. this was an amazing story for me!This stor
49041,This should suffice.
258392,The sequel to the wonderful Titus Groan (which I r
38709,Bring on the tomatoes! This is going to be an unpo
10637766,This book sucked and I need to write better review
23355220,"Dear Harry Hole:Last time I heard from you, you lo"
76834,"Overall, it’s worth reading if you are studying Le"
16356,"According to me, this is one of the underrated gem"
10629,lightning mcqueen > christine
112077,This is going to be my last and final review of Ly
395040,“I saw my life branching out before me like the gr
13928,This book remains one of the best fairy tale retel
218431,So apparently there is a version of this book with
57169243,"9/8/20 note:Dear Goodreaders,If you loved this boo"
3629971,Such a good book. I might like book 1 slightly bet
5720,Tommy Clancy is an impressive story-teller and I r
14942,ExperiencingMrs. Dallowayis like being a piece of 
62341084,"I came to this series ""in the middle"", starting wi"
7012371,Not as good a good 1. Silverfin but still a great 
18879761,"I told Joe and Sue that I was sorry, that I couldn"
125955,Unfortunately I had a tough time with this book. I
144977,What's This Book About?FromThe Tender Barby J. R. 
32769,“I could not help feeling that they were evil thin
10203,WISLAWA SZYMBORSKA: MOZART OF POETRYBestowing Nobe
29380,I think it is very fair that I start this review b
7124095,I loved it! I won't say more and post any spoilers
10629,Wanna be taken on a final ride on the highway to h
25100,2022Alright. This was the volume that originally e
750035,I first picked upThe Dollhouse Murdersa little aro
6351939,Now that the Council have found out about Opal's a
144791,To the person who wrotethisPoC™slightly not very g
948508,"I read this for a class, but it's an excellent wor"
18833,"According to Martin Amis, 25 is the age at which I"
25899336,As I finished this book with tears running down my
629,"When I was quite young my brain said to me, after "
3315248,"It's difficult to find a ""perfect"" novel, but Sist"
443103,2020 is the 75th birthday of Moomintrolls!I read t
16528,"For those who have read my reviews, then they know"
190999,Teenage Tadiana:YES!Way Station!All the stars! I l
15793231,"As many continue to ask, yes, there is an epilogue"
1232140,"Really good reading, this historical series! You s"
45046784,"☠Warning: I thought about it over and over, and th"
7602367,Overall I really enjoyed the book Skull Full of Ki
432342,witty fun then despair
22341263,I can notI can notI can not giveI can not giveI ca
59414094,Annabelle meets Child’s Play in a dysfunctional fa
1369831,Blood Red Snow Whiteis a book about Communist Russ
5832289,"Other than stealing the title from a classic, Dunn"
5539786,The Glory Game is a heartfelt recollection of the 
12658,I picked up this book in the library and one of th
76729,"Flawless, moving poetry. Endlessly thought-provoki"
53174067,DNF @ 50%I’m super sad I just couldn’t bring mysel
3128795,4.5 stars. Really odd stories with unexpected endi
84145,"I’m really not getting any points for originality,"
54270,"It is very difficult to talk about this book, and "
1134822,My typical response to a Smiley novel: she cites t
398753,"Whoever you are, gentle reader, I recommend this b"
41681,"‘I aimed at the public's heart, and by accident I "
281350,"perhaps not Tempe’s strongest book, but still enjo"
4010047,I am going to be fair to this book and not simply 
46460,“Call For the Dead” is the first of 8 books in Joh
56597885,"Well, well, well.Look what the cat dragged in.My l"
6622366,Fantastic novel for those who like to read Vikas S
79550,I read a good portion of this Scandinavian classic
203710,"Um, so this book is just a jumble.I thought this b"
25446343,My special editions of Strange The Dreamer & Muse*
22592,Because you are currently readingThe Theory of Gro
16789,A good elfish idea completely wasted in the big ci
2319981,I am 46 years old and love these books. Lauren St.
6792458,Hardly an author opened my eyes for the real dimen
785453,Just finished with kids today (2.11.13). Made me c
33597279,The young narrator of this lovely Canadian picture
5587960,The Thing Around Your Neckis a 2009 collection of 
30753738,**4.5 STARS **Please try to remember that what the
204779,"Kurt Vonnegut, Ray Bradbury, HP Lovecraft and Edga"
12425532,I don’t read many books that I would rate 1 star t
3244700,This is the first novel by the author that I haver
139176,Agatha Raisin is one of my favorite cozy Character
3268844,I've been wanting to start this series for a while
89798,I think I had read this a real long time ago as it
9634967,"Robopocalypseis a poor book, but I am sure Spielbe"
58658940,been team grayson since the minute my king stepped
3974,Whew! I finished it. Wowza!This is such a long boo
38503,Every story in this collection wants to make you d
101955,Bramt Hex (the protagonist of In Yana) is nothing 
2926476,You should ask yourself only one thing: Are you re
531197,"“Everything has a meaning, if only we could read i"
18798983,She wanted to kiss him.No.It was one thing to retu
858313,"About 8 years ago, I had a sort of emotional crisi"
176827,"Probably because I've been having a bad month, I'v"
17162,I grew up in the next town over from where Robert 
37302,The 10th Lucas Davenport novel is one of his most 
40891943,This is a great modern play. Engaging from beginni
59838811,Whoever did this to me was overwriting nature’s pr
13496,A totally magnificent start to a seminal epic fant
62341084,Another winnerAfter 6 years in the Navy followed b
685172,"I didn’t get this at first. The cover’s ugly, the "
6054449,"You will love Nikki Maxwell! Cute, cool & captivat"
62291,This book made me want to throw it against the wal
395182,Honesty is the best policy!And it’s the reason for
1808146,Cathi Unsworth’s The Singer is an epic of the punk
832104,Even if I hadn't found his arguments singularly co
11559200,So imagine you’ve written a story about vampires a
447996,An ardent and assiduous look into the heart of wes
10626594,Also posted onSTRANGEMORE.COM.This is basically th
17788401,1.75 stars✩⋆oops this is awkward. i know this is a
55475442,"“i love you, but i want to love you enough that i "
465904,"The scope, storyline, and writing were all impress"
100692,"Power to the people! Unfortunately, in Philip K. D"
179565,A straw king? Transgender issues addressed? What i
4979,“Many years ago I was so innocent I still consider
776407,So beautifully and so simply written (deceptively 
18874565,Having read the series this box set is a real deli
3539006,(Full review 1/19/17)1978 Jove mass-market with co
24337,"Have I mentioned I love middle grade? Because hey,"
59808071,"➸reread #2: 5 stars“it hurts, jacks.”“i know, love"
6340016,"Objectively: beautiful writing, tons of personalit"
11499,For all those struggling through religious issues 
79929,“With the seizure of Manchuria and the invasion of
2344214,P.C. Cast steals my breath away. I have not starte
117564,I feel like I have been reading Cioran all my life
1358844,“Remember Me?” is a solid book if you like Sophie 
13596166,"If I ever were to meet Stephen King, I imagine tha"
18660447,Wowzas. This was bad. It seems Kasie West and I ju
13450339,"SpoilersI couldn't be bothered writing a review, s"
1090870,"There's a dim light, source unknown. (I must know "
522903,"Bought it at a multi-family ""yard sale"" in the Mus"
58341222,"WithReminders of Him, Colleen Hoover cements her s"
6578507,There are tons of great stories set during WWII. T
38500,Freaks always attract other freaks – it must be so
49824,WARNING: This book has caused me a lot of heartach
2576872,A pretty enjoyable book. I first saw David's work 
59952,Are you ready for the 88-page long epic graphic no
64416,Celebrity Death Match Special:Der gute Mensch von 
24100,Dear class:Welcome to an exclusive Goodreads semin
3245291,"Holy shit wow, this was one of the most incredible"
105724,"Nicely stylised both in visuals and writing, it’s "
393146,-- The Pellinor Series -- (5.5/10) The Naming (Boo
13987,"This one is a retelling of Cinderella.Again, I wil"
143555,It seems that Judy Blume catches a lot of flak the
70912,"Turgid, flabby, lackluster prose struggling to ele"
351652,This was the first Laura Lippman book I've read. I
17980013,4.5 Who's your daddy StarsSpoilersOMFG I loved thi
3085182,"Yes, I know this is a kids book, but come on, who "
5171,"Stupid Oprah. I quite liked this book, it annoys m"
8069535,At the end of Captivate I was a complete Nick supp
415459,"Sharing the LuvReligion, all religion, has a probl"
25852784,I finished this book a few days ago and it really 
4971584,So when I finished the first book I was really loo
59516442,Ape-ocalypse Now!Night Terror brings you a believa
17350491,"just a wonderful, magical, extraordinary book. the"
13565914,***6 STARS***This is my annual reread of one of my
6538,"Let me first say, I hate when an author prints his"
41952,"Re-read June 27, 2022: I haven't been doing too mu"
139867,Hi my name is Frank and I have many friendsmost of
50014,Back to my youth and why became a science fiction 
3197145,Mecha Dawn = five stars. 'Nuff said.In all serious
199784,In all honesty I can't give this book more than tw
117840,Unexpectedly romantic are the words that describeI
179734,"Well, not the worst I’ve read. Guessed the plot wi"
670080,3.0 StarsAn interesting middle grade horror novel 
23014868,Another lovely and wonderful book by Herriot! He n
410583,A really interesting exploration of the act of lea
238141,This was a good book to reread this week since it 
1215918,Hmmm. How to rate? How to rate? This series is a s
94086,I need This
2953111,The authors imagery and ability to make me feel th
17262159,"While traveling through South Dakota in61 Hours, e"
2875495,I keep having this strange problem with sharks.See
188572,"My copy of this book is a wreck, I have read it so"
133445,"Right around the time I turned 20, a boyfriend of "
9460487,This book has been getting a lot of well-deserved 
7562764,"3.5/5 starsNo spoonfeeding, nil exposition, bizarr"
8575295,What struck me most about the latest in the My Blo
17860217,I know I often use this gif but here I just can't 
477969,This is a fantastic collection with many great cla
1611657,*Mini Review*This book takes a lot of classic trop
301053,"This book was a total pleasure, from start to fini"
186427,This was the first Charles de Lint novel that I ha
1785262,Falling victim to many of the same biases he rails
40471,It is really pretty peculiar and I don’t have that
50892240,"So, I have been convinced to “correct” my review o"
16117506,4 STELLA STARS.You know those books that you pick 
113091,An oldie (1938) but a goodie. This book is a poste
10818853,Introducing an even more abusive and disturbing TW
461122,Wayne’s World!Wayne’s World!Wayne’s World!Party on
93261,"“I recollect that, when a stripling, my first expl"
3721965,This little indie sci-fi book was a weird ride. It
31193426,Such a cute little graphic novel that challenges g
114982,This book is certainly not one of Philip Pullman’s
30653749,Absolutely GORGEOUS book. Everything from the cove
6628,5 Things To Know Before Reading This Book1. It is 
2200877,"3.75 starsI lovedGarden Spells, so I decided to gi"
23814,Thriller escapism in the Victorian style!Like many
38530939,"Well, I guess you can tell from my rating that thi"
2657,/// gentle reminder that this is not the time to r
85207,Sad that it takes a man's death to get me to final
662597,I actually read this book approximately two years 
15560,"""Listen to me. Listen to what I have seen in my dr"
56897484,"Page 75 my bookKeeping silent, she [Angela Merkel]"
162085,"Pretty Little Liars (Pretty Little Liars #1), Sara"
63113,"Fernando Pessoa, the most famous Portuguese poet, "
46945,"MAN. That's some fucked up shit, right there. I ha"
7195962,Welp…I’m out at 48%. Carlton Mellick chose a very 
59571699,"Before we get intoLove On the Brain, I would like "
34369803,"You can justify anything, if you do it poetically "
50892338,3.5🌟I loved how unique the premise of the story fo
13605727,OMG this book ahhhh the feels 😢😭😭😭binge listening 
51497,i too would beat people to death with a walking st
473623,Celyn and I have completed our marathon re-read of
30760409,I really enjoyed this book: to begin with I wasn't
198332,"5.5-6/10Some positives, some negatives to this one"
4701550,This is one of those reviews where I have to admit
43582376,The definition of a “well” person?Someone who hasn
18149927,I don't know if there was a deep hidden message in
8913370,This is a Victorian murder mystery with a lesbian 
818811,All right. We're going an even three on this one.I
14758,This book is not the genre or type of book I typic
2272641,4.5This book was just too cute.The world inside of
6240,"Malouf's language is that of a poet, fitting for a"
23200514,💀DNF at 44%. Because juvenilecrapliterature isn't 
615387,Riders of Judgement takes what looks like a Wester
15793201,Last days by Adam Nevill is easily one of the best
956719,Is there anything more fun than an unreliable narr
53169,"This is a literary novel with science fictional, f"
5972040,"Truly be wary of anyone, even those who may presen"
876255,Here's a book I wish I had never read again.I walk
7739304,"(A-) 83%| Very GoodNotes:VeryItchy & Scratchy, it'"
10429092,If you caught even just a couple of my updates I t
37186,"I looked forward to reading this book because, as "
4667024,I was uncomfortable with the tone of the book; I f
26264353,Originally posted:https://twentythreepages.wordpre
15783307,***SPOILERS AHEAD******YOU’VE BEEN WARNED.***I HAT
483103,Agatha Christie Book Reading ChallengeBOOK 32 :- J
58913358,"I read this book last night (it's very brief, I re"
48082,Wrong review! But didn't delete because of the nic
8803932,**DON'T READ IF YOU HAVEN'T READ MY SOUL TO STEAL*
6505109,So my friend called me a book snob and I think she
4932435,Whenever I write a review of aMelina Marchettabook
31125554,I just loved this book. It was so terrifying and h
6587879,"Hands down my favorite book from Joe Hill!Well, so"
381817,"Of all the books on the Warhammer 40K universe, th"
89160,Roarke <3I love him so much. :)She woke to sunligh
42900,➽This is where most peoplewould say something like
6388946,"April, 2014 - Started great! Very reasonable descr"
13615,4 1/2 starsWhen I wrote in my review ofBattle Roya
194366,"(A) 85%| ExtraordinaryNotes:All in all, a volume w"
149667,"HMS Ulysseswas Alister MacLean's first novel, late"
567678,"”Of course, I know how small a piece of land my is"
9875912,"""I think people who suppose themselves virtuous ev"
